Data,Regiao,Tipo de Problema,Severidade,Resolvido,Acidentes Estimados,Investimento Estimado (R$ Milhoes),Mes
2025-01-14,Vicente Pires,Problemas de drenagem,Media,True,3,97,2025-01
2025-01-14,Asa Sul,Calcadas esburacadas,Media,True,5,39,2025-01
2025-01-14,Asa Sul,Calcadas esburacadas,Alta,False,10,35,2025-01
2025-01-14,Sao Sebastiao,Calcadas esburacadas,Alta,False,10,42,2025-01
2025-01-14,Aguas Claras,Buracos nas vias,Baixa,False,2,46,2025-01
2025-01-14,Vicente Pires,Buracos nas vias,Media,False,4,57,2025-01
2025-01-14,Sao Sebastiao,Buracos nas vias,Alta,False,10,48,2025-01
2025-01-15,Asa Norte,Calcadas esburacadas,Media,True,3,45,2025-01
2025-01-15,Jardim Botanico,Buracos nas vias,Alta,True,6,59,2025-01
2025-01-15,Sol Nascente,Buracos nas vias,Media,False,2,41,2025-01
2025-01-15,Asa Sul,Problemas de drenagem,Baixa,False,1,91,2025-01
2025-01-15,Jardim Botanico,Falta de sinalizacao,Alta,False,5,50,2025-01
2025-01-15,Jardim Botanico,Falta de iluminacao,Media,True,2,291,2025-01
2025-01-15,Vicente Pires,Calcadas esburacadas,Baixa,False,1,44,2025-01
2025-01-15,Asa Norte,Falta de sinalizacao,Baixa,False,2,62,2025-01
2025-01-16,Jardim Botanico,Buracos nas vias,Baixa,False,0,51,2025-01
2025-01-16,Vicente Pires,Falta de iluminacao,Alta,False,10,306,2025-01
2025-01-16,Asa Sul,Falta de sinalizacao,Media,False,4,65,2025-01
2025-01-16,Vicente Pires,Falta de acessibilidade,Alta,True,8,86,2025-01
2025-01-16,Asa Norte,Calcadas esburacadas,Alta,True,11,49,2025-01
2025-01-16,Sao Sebastiao,Problemas de drenagem,Media,False,4,96,2025-01
2025-01-16,Asa Sul,Buracos nas vias,Alta,False,10,47,2025-01
2025-01-16,Jardim Botanico,Falta de acessibilidade,Media,False,3,70,2025-01
2025-01-17,Asa Sul,Buracos nas vias,Media,True,5,43,2025-01
2025-01-17,Vicente Pires,Falta de iluminacao,Media,False,3,295,2025-01
2025-01-17,Aguas Claras,Falta de iluminacao,Alta,True,5,292,2025-01
2025-01-17,Asa Norte,Buracos nas vias,Alta,True,11,48,2025-01
2025-01-17,Aguas Claras,Buracos nas vias,Baixa,False,1,55,2025-01
2025-01-18,Asa Sul,Buracos nas vias,Alta,False,10,41,2025-01
2025-01-18,Asa Sul,Falta de acessibilidade,Media,False,5,87,2025-01
2025-01-18,Asa Sul,Falta de iluminacao,Media,False,5,307,2025-01
2025-01-18,Jardim Botanico,Buracos nas vias,Alta,True,8,59,2025-01
2025-01-18,Vicente Pires,Falta de iluminacao,Alta,False,6,290,2025-01
2025-01-18,Asa Sul,Calcadas esburacadas,Alta,False,9,34,2025-01
2025-01-18,Asa Norte,Buracos nas vias,Media,True,4,52,2025-01
2025-01-19,Asa Sul,Problemas de drenagem,Baixa,False,0,106,2025-01
2025-01-19,Sol Nascente,Buracos nas vias,Media,True,5,43,2025-01
2025-01-19,Sao Sebastiao,Buracos nas vias,Alta,True,11,42,2025-01
2025-01-19,Aguas Claras,Problemas de drenagem,Alta,False,8,90,2025-01
2025-01-19,Asa Sul,Falta de acessibilidade,Alta,True,5,75,2025-01
2025-01-19,Sao Sebastiao,Buracos nas vias,Media,True,2,53,2025-01
2025-01-19,Sol Nascente,Buracos nas vias,Alta,False,8,46,2025-01
2025-01-20,Asa Sul,Falta de iluminacao,Alta,False,9,300,2025-01
2025-01-20,Asa Norte,Buracos nas vias,Baixa,False,1,48,2025-01
2025-01-20,Asa Sul,Calcadas esburacadas,Media,False,3,48,2025-01
2025-01-20,Vicente Pires,Problemas de drenagem,Media,True,2,90,2025-01
2025-01-20,Aguas Claras,Calcadas esburacadas,Media,True,5,39,2025-01
2025-01-20,Jardim Botanico,Buracos nas vias,Media,False,5,45,2025-01
2025-01-20,Sao Sebastiao,Falta de iluminacao,Alta,False,10,294,2025-01
2025-01-20,Aguas Claras,Acumulo de lixo em pracas,Media,True,5,37,2025-01
2025-01-20,Asa Norte,Falta de sinalizacao,Media,False,5,68,2025-01
2025-01-20,Asa Norte,Buracos nas vias,Media,False,3,55,2025-01
2025-01-21,Asa Norte,Falta de acessibilidade,Baixa,False,0,76,2025-01
2025-01-21,Asa Norte,Buracos nas vias,Media,False,5,51,2025-01
2025-01-21,Sol Nascente,Calcadas esburacadas,Alta,False,8,50,2025-01
2025-01-21,Asa Norte,Falta de acessibilidade,Media,False,4,80,2025-01
2025-01-21,Aguas Claras,Buracos nas vias,Alta,True,10,40,2025-01
2025-01-21,Asa Norte,Falta de sinalizacao,Baixa,True,2,59,2025-01
2025-01-21,Jardim Botanico,Calcadas esburacadas,Media,True,5,49,2025-01
2025-01-21,Jardim Botanico,Falta de sinalizacao,Baixa,False,2,56,2025-01
2025-01-21,Sol Nascente,Buracos nas vias,Media,False,2,41,2025-01
2025-01-21,Sao Sebastiao,Falta de acessibilidade,Media,True,3,71,2025-01
2025-01-22,Sao Sebastiao,Calcadas esburacadas,Media,False,4,40,2025-01
2025-01-22,Sol Nascente,Buracos nas vias,Media,True,3,59,2025-01
2025-01-22,Sol Nascente,Buracos nas vias,Alta,False,8,57,2025-01
2025-01-22,Sol Nascente,Falta de acessibilidade,Alta,True,10,74,2025-01
2025-01-23,Sao Sebastiao,Falta de sinalizacao,Alta,False,11,66,2025-01
2025-01-23,Sao Sebastiao,Falta de iluminacao,Alta,False,7,308,2025-01
2025-01-23,Sol Nascente,Acumulo de lixo em pracas,Media,True,3,22,2025-01
2025-01-24,Sol Nascente,Problemas de drenagem,Media,False,3,106,2025-01
2025-01-24,Aguas Claras,Buracos nas vias,Media,False,2,46,2025-01
2025-01-24,Asa Sul,Calcadas esburacadas,Alta,True,9,35,2025-01
2025-01-24,Sol Nascente,Problemas de drenagem,Baixa,False,0,91,2025-01
2025-01-24,Vicente Pires,Falta de sinalizacao,Baixa,False,0,52,2025-01
2025-01-24,Sol Nascente,Buracos nas vias,Baixa,False,0,45,2025-01
2025-01-24,Asa Norte,Acumulo de lixo em pracas,Alta,False,10,38,2025-01
2025-01-24,Vicente Pires,Buracos nas vias,Media,False,2,59,2025-01
2025-01-24,Asa Norte,Buracos nas vias,Alta,False,9,51,2025-01
2025-01-25,Aguas Claras,Falta de sinalizacao,Alta,False,7,51,2025-01
2025-01-25,Sol Nascente,Calcadas esburacadas,Media,False,4,35,2025-01
2025-01-25,Sol Nascente,Acumulo de lixo em pracas,Media,False,2,33,2025-01
2025-01-25,Asa Sul,Buracos nas vias,Alta,True,6,49,2025-01
2025-01-25,Sol Nascente,Buracos nas vias,Alta,False,8,54,2025-01
2025-01-25,Asa Sul,Acumulo de lixo em pracas,Alta,True,10,27,2025-01
2025-01-25,Sao Sebastiao,Buracos nas vias,Alta,True,10,40,2025-01
2025-01-25,Jardim Botanico,Problemas de drenagem,Baixa,False,0,107,2025-01
2025-01-26,Vicente Pires,Calcadas esburacadas,Media,False,2,46,2025-01
2025-01-26,Asa Norte,Falta de iluminacao,Baixa,False,1,297,2025-01
2025-01-26,Aguas Claras,Falta de sinalizacao,Alta,True,11,65,2025-01
2025-01-26,Sao Sebastiao,Buracos nas vias,Media,True,5,54,2025-01
2025-01-26,Asa Sul,Buracos nas vias,Baixa,False,2,48,2025-01
2025-01-26,Vicente Pires,Buracos nas vias,Media,True,5,49,2025-01
2025-01-26,Sol Nascente,Buracos nas vias,Baixa,False,1,50,2025-01
2025-01-26,Sao Sebastiao,Acumulo de lixo em pracas,Baixa,True,1,32,2025-01
2025-01-27,Asa Sul,Falta de acessibilidade,Media,False,2,82,2025-01
2025-01-27,Asa Norte,Falta de acessibilidade,Alta,True,5,71,2025-01
2025-01-27,Asa Norte,Buracos nas vias,Media,True,4,43,2025-01
2025-01-27,Asa Norte,Falta de acessibilidade,Media,True,3,87,2025-01
2025-01-27,Vicente Pires,Buracos nas vias,Media,False,2,43,2025-01
2025-01-27,Asa Sul,Buracos nas vias,Alta,False,8,43,2025-01
2025-01-27,Asa Sul,Buracos nas vias,Media,False,3,52,2025-01
2025-01-27,Vicente Pires,Problemas de drenagem,Media,True,5,98,2025-01
2025-01-28,Asa Sul,Calcadas esburacadas,Alta,True,9,40,2025-01
2025-01-28,Asa Sul,Falta de iluminacao,Media,False,4,292,2025-01
2025-01-28,Sol Nascente,Calcadas esburacadas,Media,False,2,48,2025-01
2025-01-28,Sao Sebastiao,Problemas de drenagem,Alta,False,7,107,2025-01
2025-01-29,Asa Norte,Calcadas esburacadas,Media,False,3,35,2025-01
2025-01-29,Asa Sul,Falta de acessibilidade,Alta,False,9,80,2025-01
2025-01-29,Vicente Pires,Buracos nas vias,Baixa,False,1,45,2025-01
2025-01-29,Asa Sul,Buracos nas vias,Baixa,True,2,48,2025-01
2025-01-29,Asa Norte,Falta de sinalizacao,Baixa,False,0,58,2025-01
2025-01-29,Sol Nascente,Buracos nas vias,Alta,False,11,48,2025-01
2025-01-29,Asa Sul,Buracos nas vias,Media,True,5,57,2025-01
2025-01-29,Vicente Pires,Calcadas esburacadas,Media,False,4,47,2025-01
2025-01-30,Aguas Claras,Buracos nas vias,Media,True,4,58,2025-01
2025-01-30,Asa Sul,Buracos nas vias,Media,False,4,52,2025-01
2025-01-30,Aguas Claras,Calcadas esburacadas,Baixa,True,0,40,2025-01
2025-01-30,Sol Nascente,Falta de acessibilidade,Media,False,2,82,2025-01
2025-01-30,Asa Norte,Falta de sinalizacao,Alta,True,7,66,2025-01
2025-01-31,Vicente Pires,Falta de sinalizacao,Alta,False,9,53,2025-01
2025-01-31,Asa Sul,Buracos nas vias,Alta,False,11,58,2025-01
2025-01-31,Jardim Botanico,Problemas de drenagem,Media,True,4,96,2025-01
2025-01-31,Jardim Botanico,Calcadas esburacadas,Media,True,3,36,2025-01
2025-01-31,Asa Sul,Buracos nas vias,Baixa,False,1,52,2025-01
2025-01-31,Aguas Claras,Buracos nas vias,Media,False,4,42,2025-01
2025-01-31,Jardim Botanico,Problemas de drenagem,Media,False,2,107,2025-01
2025-01-31,Jardim Botanico,Buracos nas vias,Media,True,4,59,2025-01
2025-01-31,Vicente Pires,Falta de acessibilidade,Alta,True,10,70,2025-01
2025-02-01,Asa Sul,Problemas de drenagem,Media,False,4,109,2025-02
2025-02-01,Vicente Pires,Buracos nas vias,Media,True,2,40,2025-02
2025-02-01,Asa Sul,Buracos nas vias,Media,False,3,42,2025-02
2025-02-01,Aguas Claras,Calcadas esburacadas,Media,False,2,41,2025-02
2025-02-01,Sao Sebastiao,Acumulo de lixo em pracas,Baixa,False,0,39,2025-02
2025-02-02,Aguas Claras,Falta de acessibilidade,Media,False,4,74,2025-02
2025-02-02,Asa Sul,Calcadas esburacadas,Media,True,4,35,2025-02
2025-02-02,Sao Sebastiao,Falta de acessibilidade,Media,False,3,87,2025-02
2025-02-02,Sol Nascente,Falta de iluminacao,Media,True,4,292,2025-02
2025-02-02,Sao Sebastiao,Buracos nas vias,Baixa,False,0,42,2025-02
2025-02-02,Asa Norte,Problemas de drenagem,Alta,False,7,94,2025-02
2025-02-02,Asa Sul,Calcadas esburacadas,Alta,True,7,39,2025-02
2025-02-02,Asa Norte,Buracos nas vias,Media,True,2,52,2025-02
2025-02-03,Jardim Botanico,Problemas de drenagem,Alta,False,10,101,2025-02
2025-02-03,Sol Nascente,Problemas de drenagem,Media,True,3,99,2025-02
2025-02-03,Jardim Botanico,Acumulo de lixo em pracas,Media,True,3,39,2025-02
2025-02-03,Asa Sul,Buracos nas vias,Media,False,2,51,2025-02
2025-02-03,Asa Sul,Falta de acessibilidade,Alta,True,5,84,2025-02
2025-02-03,Asa Sul,Buracos nas vias,Alta,True,8,54,2025-02
2025-02-03,Asa Sul,Falta de acessibilidade,Alta,True,9,80,2025-02
2025-02-04,Vicente Pires,Buracos nas vias,Media,True,4,45,2025-02
2025-02-04,Aguas Claras,Calcadas esburacadas,Media,False,5,39,2025-02
2025-02-04,Asa Norte,Calcadas esburacadas,Baixa,False,2,32,2025-02
2025-02-04,Sao Sebastiao,Buracos nas vias,Alta,False,9,57,2025-02
2025-02-04,Jardim Botanico,Falta de acessibilidade,Media,False,5,79,2025-02
2025-02-04,Asa Sul,Calcadas esburacadas,Alta,True,8,47,2025-02
2025-02-04,Vicente Pires,Calcadas esburacadas,Alta,False,11,39,2025-02
2025-02-04,Vicente Pires,Buracos nas vias,Alta,True,10,52,2025-02
2025-02-04,Vicente Pires,Calcadas esburacadas,Baixa,True,2,48,2025-02
2025-02-04,Jardim Botanico,Calcadas esburacadas,Media,True,4,43,2025-02
2025-02-04,Sol Nascente,Buracos nas vias,Baixa,False,2,43,2025-02
2025-02-04,Sol Nascente,Buracos nas vias,Media,False,3,44,2025-02
2025-02-04,Asa Sul,Buracos nas vias,Alta,False,5,43,2025-02
2025-02-04,Sao Sebastiao,Problemas de drenagem,Baixa,True,2,107,2025-02
2025-02-04,Asa Sul,Problemas de drenagem,Baixa,True,2,101,2025-02
2025-02-05,Asa Sul,Falta de acessibilidade,Baixa,False,0,81,2025-02
2025-02-05,Sao Sebastiao,Falta de iluminacao,Alta,False,5,293,2025-02
2025-02-05,Asa Sul,Falta de sinalizacao,Baixa,False,2,66,2025-02
2025-02-05,Vicente Pires,Falta de acessibilidade,Alta,False,9,72,2025-02
2025-02-05,Sao Sebastiao,Calcadas esburacadas,Media,True,4,45,2025-02
2025-02-06,Asa Norte,Calcadas esburacadas,Alta,False,11,35,2025-02
2025-02-06,Jardim Botanico,Buracos nas vias,Media,True,4,47,2025-02
2025-02-06,Sao Sebastiao,Calcadas esburacadas,Baixa,True,2,44,2025-02
2025-02-06,Sao Sebastiao,Acumulo de lixo em pracas,Media,False,3,28,2025-02
2025-02-06,Sol Nascente,Falta de iluminacao,Media,False,5,309,2025-02
2025-02-06,Aguas Claras,Buracos nas vias,Media,True,2,55,2025-02
2025-02-06,Sao Sebastiao,Falta de iluminacao,Baixa,False,0,299,2025-02
2025-02-07,Sao Sebastiao,Calcadas esburacadas,Baixa,False,2,35,2025-02
2025-02-07,Jardim Botanico,Problemas de drenagem,Media,False,5,97,2025-02
2025-02-07,Asa Norte,Falta de acessibilidade,Alta,False,9,89,2025-02
2025-02-07,Sao Sebastiao,Falta de acessibilidade,Media,True,2,86,2025-02
2025-02-07,Aguas Claras,Buracos nas vias,Media,False,2,58,2025-02
2025-02-07,Sol Nascente,Problemas de drenagem,Media,False,5,96,2025-02
2025-02-07,Sol Nascente,Calcadas esburacadas,Baixa,True,1,34,2025-02
2025-02-08,Jardim Botanico,Falta de iluminacao,Media,False,5,300,2025-02
2025-02-08,Sol Nascente,Falta de iluminacao,Media,False,4,295,2025-02
2025-02-08,Asa Norte,Buracos nas vias,Media,True,4,44,2025-02
2025-02-08,Sao Sebastiao,Acumulo de lixo em pracas,Media,True,2,29,2025-02
2025-02-08,Asa Norte,Calcadas esburacadas,Alta,True,6,42,2025-02
2025-02-08,Vicente Pires,Calcadas esburacadas,Baixa,True,1,38,2025-02
2025-02-08,Asa Norte,Problemas de drenagem,Media,False,4,106,2025-02
2025-02-08,Jardim Botanico,Buracos nas vias,Alta,False,10,47,2025-02
2025-02-08,Sao Sebastiao,Buracos nas vias,Baixa,False,0,50,2025-02
2025-02-09,Jardim Botanico,Buracos nas vias,Media,False,5,54,2025-02
2025-02-09,Asa Norte,Falta de iluminacao,Baixa,True,2,293,2025-02
2025-02-09,Sao Sebastiao,Problemas de drenagem,Media,False,5,100,2025-02
2025-02-09,Asa Sul,Calcadas esburacadas,Baixa,True,1,35,2025-02
2025-02-09,Jardim Botanico,Problemas de drenagem,Alta,True,5,107,2025-02
2025-02-09,Jardim Botanico,Problemas de drenagem,Media,False,5,92,2025-02
2025-02-09,Vicente Pires,Calcadas esburacadas,Baixa,False,2,48,2025-02
2025-02-10,Sao Sebastiao,Falta de iluminacao,Baixa,False,1,308,2025-02
2025-02-10,Jardim Botanico,Buracos nas vias,Media,False,4,46,2025-02
2025-02-10,Vicente Pires,Buracos nas vias,Alta,True,9,48,2025-02
2025-02-10,Asa Norte,Buracos nas vias,Baixa,True,1,57,2025-02
2025-02-10,Asa Sul,Calcadas esburacadas,Media,True,2,43,2025-02
2025-02-10,Vicente Pires,Calcadas esburacadas,Baixa,False,1,38,2025-02
2025-02-10,Vicente Pires,Buracos nas vias,Alta,False,9,46,2025-02
2025-02-10,Vicente Pires,Problemas de drenagem,Media,False,2,95,2025-02
2025-02-10,Jardim Botanico,Calcadas esburacadas,Media,False,5,31,2025-02
2025-02-11,Sol Nascente,Falta de iluminacao,Media,False,3,300,2025-02
2025-02-11,Asa Sul,Problemas de drenagem,Baixa,False,2,101,2025-02
2025-02-11,Sol Nascente,Falta de iluminacao,Baixa,True,2,302,2025-02
2025-02-11,Asa Norte,Problemas de drenagem,Alta,False,7,105,2025-02
2025-02-11,Sao Sebastiao,Falta de acessibilidade,Baixa,True,0,76,2025-02
2025-02-11,Asa Norte,Falta de iluminacao,Baixa,False,1,309,2025-02
2025-02-12,Asa Norte,Acumulo de lixo em pracas,Baixa,True,2,20,2025-02
2025-02-12,Asa Sul,Falta de sinalizacao,Alta,True,10,67,2025-02
2025-02-12,Asa Norte,Buracos nas vias,Baixa,True,0,49,2025-02
2025-02-12,Aguas Claras,Falta de acessibilidade,Alta,False,10,76,2025-02
2025-02-13,Asa Sul,Problemas de drenagem,Media,False,4,102,2025-02
2025-02-13,Sao Sebastiao,Buracos nas vias,Alta,True,9,47,2025-02
2025-02-13,Aguas Claras,Falta de acessibilidade,Alta,True,10,81,2025-02
2025-02-14,Sol Nascente,Problemas de drenagem,Baixa,False,0,91,2025-02
2025-02-14,Asa Norte,Buracos nas vias,Alta,False,10,46,2025-02
2025-02-14,Aguas Claras,Buracos nas vias,Alta,False,6,56,2025-02
2025-02-14,Vicente Pires,Calcadas esburacadas,Baixa,True,0,47,2025-02
2025-02-15,Jardim Botanico,Buracos nas vias,Media,False,5,57,2025-02
2025-02-15,Asa Norte,Buracos nas vias,Alta,True,6,41,2025-02
2025-02-15,Asa Norte,Buracos nas vias,Baixa,True,1,51,2025-02
2025-02-15,Asa Sul,Falta de acessibilidade,Media,False,2,78,2025-02
2025-02-15,Asa Sul,Buracos nas vias,Baixa,True,2,40,2025-02
2025-02-15,Aguas Claras,Problemas de drenagem,Alta,False,8,104,2025-02
2025-02-15,Sol Nascente,Falta de acessibilidade,Baixa,False,2,83,2025-02
2025-02-16,Aguas Claras,Buracos nas vias,Baixa,False,2,42,2025-02
2025-02-16,Jardim Botanico,Calcadas esburacadas,Baixa,False,2,32,2025-02
2025-02-16,Jardim Botanico,Calcadas esburacadas,Media,False,2,35,2025-02
2025-02-16,Asa Sul,Falta de iluminacao,Baixa,False,2,290,2025-02
2025-02-17,Aguas Claras,Calcadas esburacadas,Alta,False,10,36,2025-02
2025-02-17,Asa Norte,Falta de acessibilidade,Media,False,5,78,2025-02
2025-02-17,Sol Nascente,Falta de iluminacao,Media,False,5,296,2025-02
2025-02-17,Asa Sul,Calcadas esburacadas,Media,True,2,44,2025-02
2025-02-17,Asa Norte,Calcadas esburacadas,Baixa,False,1,48,2025-02
2025-02-17,Sol Nascente,Problemas de drenagem,Media,False,2,93,2025-02
2025-02-17,Asa Sul,Calcadas esburacadas,Baixa,True,0,45,2025-02
2025-02-17,Sol Nascente,Falta de acessibilidade,Media,True,5,89,2025-02
2025-02-17,Sao Sebastiao,Buracos nas vias,Alta,False,6,50,2025-02
2025-02-17,Jardim Botanico,Falta de iluminacao,Media,True,3,298,2025-02
2025-02-17,Jardim Botanico,Buracos nas vias,Media,False,3,48,2025-02
2025-02-17,Aguas Claras,Calcadas esburacadas,Media,False,3,42,2025-02
2025-02-18,Asa Sul,Calcadas esburacadas,Media,True,4,34,2025-02
2025-02-18,Aguas Claras,Falta de iluminacao,Baixa,False,1,301,2025-02
2025-02-18,Asa Norte,Buracos nas vias,Media,False,2,42,2025-02
2025-02-18,Sol Nascente,Falta de iluminacao,Baixa,False,2,290,2025-02
2025-02-19,Vicente Pires,Calcadas esburacadas,Baixa,False,2,48,2025-02
2025-02-19,Aguas Claras,Falta de acessibilidade,Alta,False,10,80,2025-02
2025-02-19,Asa Norte,Buracos nas vias,Baixa,False,1,45,2025-02
2025-02-19,Asa Sul,Calcadas esburacadas,Alta,True,7,46,2025-02
2025-02-19,Sol Nascente,Falta de iluminacao,Media,False,3,295,2025-02
2025-02-19,Asa Sul,Calcadas esburacadas,Alta,False,11,49,2025-02
2025-02-19,Asa Sul,Problemas de drenagem,Media,True,4,103,2025-02
2025-02-20,Asa Sul,Falta de acessibilidade,Media,False,2,70,2025-02
2025-02-20,Asa Sul,Falta de iluminacao,Alta,True,10,290,2025-02
2025-02-20,Sol Nascente,Problemas de drenagem,Media,True,4,95,2025-02
2025-02-20,Sao Sebastiao,Problemas de drenagem,Media,True,4,95,2025-02
2025-02-21,Aguas Claras,Falta de sinalizacao,Media,False,3,58,2025-02
2025-02-21,Sol Nascente,Calcadas esburacadas,Baixa,False,0,45,2025-02
2025-02-21,Jardim Botanico,Falta de iluminacao,Baixa,False,2,293,2025-02
2025-02-21,Asa Norte,Falta de sinalizacao,Media,True,5,58,2025-02
2025-02-21,Sol Nascente,Falta de acessibilidade,Baixa,True,1,85,2025-02
2025-02-21,Jardim Botanico,Falta de iluminacao,Alta,False,8,294,2025-02
2025-02-22,Aguas Claras,Buracos nas vias,Alta,False,7,46,2025-02
2025-02-22,Sao Sebastiao,Falta de acessibilidade,Alta,True,11,76,2025-02
2025-02-22,Sao Sebastiao,Falta de iluminacao,Baixa,False,1,306,2025-02
2025-02-22,Asa Norte,Calcadas esburacadas,Baixa,False,2,33,2025-02
2025-02-22,Jardim Botanico,Buracos nas vias,Media,False,2,43,2025-02
2025-02-22,Asa Sul,Calcadas esburacadas,Alta,False,10,42,2025-02
2025-02-22,Asa Norte,Falta de acessibilidade,Baixa,False,2,83,2025-02
2025-02-22,Asa Sul,Problemas de drenagem,Baixa,False,1,103,2025-02
2025-02-22,Asa Sul,Falta de acessibilidade,Baixa,False,2,75,2025-02
2025-02-23,Sol Nascente,Buracos nas vias,Alta,False,5,55,2025-02
2025-02-23,Sao Sebastiao,Buracos nas vias,Media,False,5,45,2025-02
2025-02-23,Asa Norte,Buracos nas vias,Baixa,True,2,54,2025-02
2025-02-23,Sol Nascente,Falta de iluminacao,Alta,False,5,309,2025-02
2025-02-23,Vicente Pires,Falta de iluminacao,Alta,False,9,300,2025-02
2025-02-23,Sol Nascente,Falta de iluminacao,Media,False,2,308,2025-02
2025-02-23,Sol Nascente,Calcadas esburacadas,Media,False,2,50,2025-02
2025-02-23,Asa Norte,Buracos nas vias,Media,True,4,58,2025-02
2025-02-23,Sol Nascente,Falta de sinalizacao,Media,True,5,59,2025-02
2025-02-23,Asa Norte,Problemas de drenagem,Media,True,4,100,2025-02
2025-02-23,Aguas Claras,Acumulo de lixo em pracas,Alta,True,7,23,2025-02
2025-02-23,Asa Sul,Falta de sinalizacao,Media,False,5,61,2025-02
2025-02-23,Asa Norte,Buracos nas vias,Media,False,3,41,2025-02
2025-02-24,Asa Norte,Problemas de drenagem,Baixa,False,0,106,2025-02
2025-02-24,Vicente Pires,Calcadas esburacadas,Baixa,False,0,48,2025-02
2025-02-24,Sao Sebastiao,Buracos nas vias,Media,True,5,44,2025-02
2025-02-24,Asa Sul,Buracos nas vias,Alta,False,5,45,2025-02
2025-02-24,Aguas Claras,Buracos nas vias,Alta,False,9,40,2025-02
2025-02-24,Sol Nascente,Buracos nas vias,Alta,False,7,48,2025-02
2025-02-25,Vicente Pires,Buracos nas vias,Alta,True,5,51,2025-02
2025-02-25,Vicente Pires,Buracos nas vias,Baixa,True,2,51,2025-02
2025-02-25,Asa Sul,Buracos nas vias,Baixa,False,1,44,2025-02
2025-02-25,Aguas Claras,Buracos nas vias,Media,True,3,47,2025-02
2025-02-25,Asa Sul,Calcadas esburacadas,Media,False,2,47,2025-02
2025-02-25,Sao Sebastiao,Calcadas esburacadas,Media,False,3,45,2025-02
2025-02-25,Sol Nascente,Falta de acessibilidade,Alta,True,11,89,2025-02
2025-02-25,Sol Nascente,Problemas de drenagem,Baixa,False,1,93,2025-02
2025-02-26,Asa Sul,Problemas de drenagem,Media,True,3,93,2025-02
2025-02-26,Vicente Pires,Falta de iluminacao,Alta,True,5,306,2025-02
2025-02-26,Asa Sul,Problemas de drenagem,Baixa,False,0,96,2025-02
2025-02-27,Asa Norte,Buracos nas vias,Media,False,4,43,2025-02
2025-02-27,Asa Sul,Falta de sinalizacao,Alta,True,10,52,2025-02
2025-02-27,Sol Nascente,Problemas de drenagem,Alta,False,7,93,2025-02
2025-02-27,Asa Sul,Problemas de drenagem,Media,True,2,91,2025-02
2025-02-27,Asa Sul,Falta de acessibilidade,Baixa,True,0,73,2025-02
2025-02-28,Jardim Botanico,Problemas de drenagem,Media,True,2,97,2025-02
2025-02-28,Sao Sebastiao,Falta de acessibilidade,Media,True,4,74,2025-02
2025-02-28,Jardim Botanico,Problemas de drenagem,Baixa,False,1,106,2025-02
2025-02-28,Asa Norte,Buracos nas vias,Alta,True,7,49,2025-02
2025-02-28,Sol Nascente,Calcadas esburacadas,Alta,False,9,44,2025-02
2025-02-28,Asa Sul,Falta de iluminacao,Media,False,3,292,2025-02
2025-02-28,Sao Sebastiao,Buracos nas vias,Alta,True,7,59,2025-02
2025-02-28,Sol Nascente,Falta de iluminacao,Media,True,4,293,2025-02
2025-02-28,Jardim Botanico,Falta de acessibilidade,Media,False,4,73,2025-02
2025-03-01,Aguas Claras,Calcadas esburacadas,Baixa,False,0,49,2025-03
2025-03-01,Asa Sul,Problemas de drenagem,Alta,False,8,109,2025-03
2025-03-01,Vicente Pires,Problemas de drenagem,Alta,True,9,90,2025-03
2025-03-01,Sao Sebastiao,Problemas de drenagem,Alta,False,5,99,2025-03
2025-03-01,Sao Sebastiao,Buracos nas vias,Baixa,False,0,41,2025-03
2025-03-01,Asa Norte,Falta de acessibilidade,Media,True,5,84,2025-03
2025-03-02,Sao Sebastiao,Falta de acessibilidade,Alta,False,8,87,2025-03
2025-03-02,Asa Sul,Problemas de drenagem,Alta,True,11,93,2025-03
2025-03-02,Aguas Claras,Problemas de drenagem,Alta,True,10,107,2025-03
2025-03-02,Asa Norte,Falta de iluminacao,Alta,False,11,293,2025-03
2025-03-02,Asa Norte,Buracos nas vias,Alta,False,11,49,2025-03
2025-03-02,Sao Sebastiao,Acumulo de lixo em pracas,Media,False,5,24,2025-03
2025-03-02,Vicente Pires,Problemas de drenagem,Baixa,False,1,96,2025-03
2025-03-03,Asa Sul,Buracos nas vias,Media,False,4,46,2025-03
2025-03-03,Aguas Claras,Calcadas esburacadas,Baixa,True,1,37,2025-03
2025-03-03,Aguas Claras,Acumulo de lixo em pracas,Media,False,4,37,2025-03
2025-03-03,Asa Norte,Calcadas esburacadas,Alta,True,8,34,2025-03
2025-03-03,Asa Sul,Falta de iluminacao,Media,True,2,298,2025-03
2025-03-03,Jardim Botanico,Calcadas esburacadas,Media,True,5,42,2025-03
2025-03-03,Sol Nascente,Buracos nas vias,Baixa,True,2,54,2025-03
2025-03-04,Aguas Claras,Buracos nas vias,Media,True,4,45,2025-03
2025-03-04,Jardim Botanico,Buracos nas vias,Alta,False,10,54,2025-03
2025-03-04,Asa Sul,Falta de acessibilidade,Alta,False,7,75,2025-03
2025-03-04,Sol Nascente,Calcadas esburacadas,Media,False,5,38,2025-03
2025-03-04,Asa Norte,Falta de iluminacao,Alta,True,7,302,2025-03
2025-03-04,Jardim Botanico,Calcadas esburacadas,Alta,True,10,44,2025-03
2025-03-05,Asa Sul,Falta de iluminacao,Media,False,2,292,2025-03
